"id","loan_amnt_USD","loan_amnt_EUR","funded_amnt_USD","funded_amnt_EUR","int_rate","installment_USD","installment_EUR","total_pymnt_USD","total_pymnt_EUR","issue_date","loan_status","term_months","sub_grade","state_address","verification_status"
57155656,4000,3617.66133238119,4000,3617.66133238119,0.166172947947948,131.97,119.355691508586,672.29,608.029384286637,"0","1","36","B5","2","1"
49218915,16875,15036.1309413228,16875,15036.1309413228,0.1919,439.52,391.625497560308,2736.06,2437.91149175204,"6","1","60","E3","2","1"
50364957,14400,12830.8317365954,14400,12830.8317365954,0.166172947947948,446.35,397.711232335373,3118.64,2778.80174215389,"6","1","36","A4","2","0"
65985055,12000,10974.9596820266,12000,10974.9596820266,0.166172947947948,371.96,340.187166943885,0,0,"12","1","36","A4","1","0"
61772655,20150,18303.2531365745,20150,18303.2531365745,0.166172947947948,642.37,583.496809793617,1274.47,1157.66486476279,"10","1","36","B2","2","1"
59230683,21000,18656.8194900216,21000,18656.8194900216,0.166172947947948,657,583.691924044962,12609.59,11202.6116415801,"9","1","36","A5","2","0"
58030770,13200,11640.1559300503,13200,11640.1559300503,0.166172947947948,403.01,355.386306164363,2010.47,1772.89274944608,"8","1","36","A2","2","0"
65676913,15000,14173.6505679018,15000,14173.6505679018,0.166172947947948,457.97,432.7404500388,447.57,422.913385645054,"11","1","60","A2","4","0"
63177012,11250,10174.6724973221,11250,10174.6724973221,0.166172947947948,377.38,341.308258403503,738.9,668.272489624115,"0","1","36","C2","2","1"
41021489,16400,15142.7767031819,16400,15142.7767031819,0.166172947947948,381.52,352.272693158412,3789.71,3499.19099389119,"3","1","60","C4","1","1"
60417140,8400,7597.08879800049,8400,7597.08879800049,0.166172947947948,262.8,237.680349537444,1047.52,947.393149723985,"0","1","36","A5","1","1"
43125650,28000,25853.5212005544,28000,25853.5212005544,0.1952,734.38,678.082460687971,7313.44,6752.79200317796,"3","1","60","E3","2","1"
65662544,20000,18898.2007572024,20000,18898.2007572024,0.1541,480.12,453.670207377401,454.44,429.404917605153,"11","1","60","D1","1","1"
40298097,15273.4631578947,13630.4964280942,13000,11601.5897464376,0.1649,460.2,410.696277023892,5038.38,4496.40136512741,"2","1","36","D3","2","1"
66464411,18000,16462.4395230399,18000,16462.4395230399,0.1541,432.11,395.199152350043,0,0,"12","1","60","D5","1","1"
65404741,10000,9449.10037860121,10000,9449.10037860121,0.166172947947948,329.72,311.555737683239,313.76,296.474973478992,"11","1","36","B5","3","1"
51880826,6000,5346.1798902481,6000,5346.1798902481,0.166172947947948,196.41,175.007198707272,1347.39,1200.56488705357,"6","1","36","B4","4","1"
59543019,24000,21322.0794171676,24000,21322.0794171676,0.2199,662.72,588.773686306054,2621.56,2329.04627153624,"9","0","60","F1","2","1"
57862311,21600,19047.5278855369,21600,19047.5278855369,0.166172947947948,724.57,638.947559260347,3607.62,3181.30752548244,"8","1","36","C2","2","0"
61478852,8400,7597.08879800049,8400,7597.08879800049,0.1699,299.45,270.827171495386,890.42,805.309500894714,"0","1","36","D3","2","1"
41183017,17550,15662.1461576908,17550,15662.1461576908,0.2167,481.43,429.642565509805,20450.2,18250.371587123,"2","1","60","E5","3","1"
46786916,6000,5474.28010081134,6000,5474.28010081134,0.166172947947948,201.27,183.634725981716,1431.89,1306.42782225846,"5","1","36","C2","2","1"
65642870,12000,11338.9204543215,12000,11338.9204543215,0.166172947947948,382.55,361.475334983389,3143.85094094105,2970.65631163119,"11","1","36","B2","2","1"
66632123,21000,19206.1794435466,21000,19206.1794435466,0.1367,714.37,653.348495670779,682.47,624.173394516058,"12","1","36","C4","2","1"
52199534,12000,10692.3597804962,12000,10692.3597804962,0.166172947947948,440.922179176755,392.874881246524,1693.57,1509.02164612125,"6","1","60","A5","2","0"
39730671,35000,31006.5019379507,35000,31006.5019379507,0.166172947947948,796.18,705.335906084503,8732.72,7736.31713153089,"1","1","60","C2","1","1"
56622510,3600,3290.90382251278,3600,3290.90382251278,0.1699,128.34,117.320721272581,642.83,587.636584507192,"7","1","36","D3","2","1"
65692571,13000,12283.8304921816,13000,12283.8304921816,0.166172947947948,264.72,250.136585222331,3143.85094094105,2970.65631163119,"11","1","60","B1","2","0"
46295185,11000,9897.13997161327,11000,9897.13997161327,0.166172947947948,360.08,323.978378270773,3227.29,2903.72189627162,"4","1","36","B4","2","1"
58832358,9500,8377.38494965744,9500,8377.38494965744,0.166172947947948,294.47,259.67247853954,1197.04,1055.58577685663,"8","1","36","A4","2","1"
53222282,18850,17231.5380706572,18850,17231.5380706572,0.2099,509.85,466.074253863373,3190.98,2917.00229987829,"7","1","60","E5","4","1"
48276008,7500,6842.85012601417,7500,6842.85012601417,0.166172947947948,239.1,218.150062017332,1908.98,1741.71520447447,"5","0","36","B2","3","0"
39299787,29850,26444.1166527951,29850,26444.1166527951,0.1649,733.69,649.976011624431,8222.65,7284.4460902883,"1","1","60","D3","3","0"
47551165,30000,27371.4005040567,30000,27371.4005040567,0.2399,440.922179176755,402.288585245614,6862.98,6261.64580771103,"5","1","60","F2","2","1"
61712601,18025,16373.009319442,18025,16373.009319442,0.166172947947948,403.61,366.619156250761,1229.28,1116.61652683515,"10","1","60","C1","4","0"
65594568,2100,1984.31107950625,2100,1984.31107950625,0.166172947947948,68.75,64.9625651028833,68.11,64.3578226786528,"11","1","60","B4","3","1"
50567210,30000,26730.8994512405,30000,26730.8994512405,0.1757,1078.12,960.637243879047,3205.08,2855.82237377273,"6","1","36","D5","2","1"
62347203,11200,10173.520353828,11200,10173.520353828,0.166172947947948,399.26,362.667833613337,1176.64,1068.80098117216,"10","1","36","D3","2","1"
43924642,18150,16330.2809531619,18150,16330.2809531619,0.1757,456.66,410.875267221538,4074.51,3665.99961688527,"4","1","60","D4","3","0"
41226723,15125,13498.0034549899,15125,13498.0034549899,0.1699,375.82,335.393035269706,3743.92,3341.18645257559,"2","1","60","D3","3","1"
38448211,8000,7087.20044296017,1000,885.900055370021,0.166172947947948,253.18,224.292176018582,3034.31,2688.09539700981,"1","1","36","B1","2","0"
63158279,7200,6540.12022746087,1000,908.350031591788,0.166172947947948,241.53,219.393783130364,477.98,434.173148100243,"10","1","36","C2","2","1"
66520424,9800,8962.88374032172,1000,914.579973502217,0.166172947947948,315.12,288.202441250019,0,0,"12","1","36","B3","4","1"
38467857,10000,8859.00055370021,10000,8859.00055370021,0.166172947947948,336.9,298.45972865416,11072.03,9808.71199005853,"1","1","36","C2","3","0"
55968781,16750,14770.6524112381,16750,14770.6524112381,0.1757,421.44,371.638432966698,2090.85,1843.77424442013,"8","1","60","D4","2","0"
65089289,30000,27437.3992050665,30000,27437.3992050665,0.166172947947948,989.14,904.647634989983,969.99,887.133428497415,"12","1","36","B5","4","1"
65403660,12500,11811.3754732515,12500,11811.3754732515,0.166172947947948,387.46,366.114843269282,374.86,354.208976792245,"11","1","36","A4","3","1"
40372163,25000,22310.74951238,25000,22310.74951238,0.1786,632.94,564.854631854633,6937.53,6191.25976258487,"2","1","60","D5","4","1"
53040428,7700,7038.87762037456,7700,7038.87762037456,0.166172947947948,254.03,232.218971675812,1514.32,1384.30041014099,"7","1","36","B5","2","0"
59210835,15273.4631578947,13569.2497678256,15200,13503.9836308728,0.166172947947948,330.41,293.542844176097,1312.36,1165.92683932975,"9","1","60","B4","1","1"
64872909,20000,18898.2007572024,20000,18898.2007572024,0.166172947947948,450.88,426.041037870371,880.78,832.257863146437,"11","1","60","C2","0","0"
58410618,35000,30864.0498145274,35000,30864.0498145274,0.1699,1247.68,1100.24164778827,4924.65,4342.70408340321,"8","1","36","D3","4","0"
44755624,25000,22493.4999354847,25000,22493.4999354847,0.166172947947948,505.6,454.908542695242,4033.84,3629.40719119022,"4","1","60","A5","3","1"
55130401,4800,4387.87176335037,4800,4387.87176335037,0.1699,171.11,156.418486963934,851.02,777.951380843007,"7","1","36","D3","1","1"
37978181,12000,10630.8006644402,12000,10630.8006644402,0.1431,440.922179176755,390.612982946558,7548.35,6687.0836829523,"1","1","36","C4","2","0"
43106337,35000,31490.8999096786,35000,31490.8999096786,0.166172947947948,760.82,684.540184836619,6826.01,6141.63421978472,"4","1","60","B4","2","1"
65332148,24000,22677.8409086429,24000,22677.8409086429,0.1318,548.29,518.084724658326,1079.01,1019.56737995145,"11","1","60","C3","2","1"
59199592,22800,20255.9754463092,22800,20255.9754463092,0.1333,771.86,685.735842455623,3070.56,2727.94684063242,"9","1","36","C3","3","0"
40582979,24000,21418.3195318848,24000,21418.3195318848,0.166172947947948,790.74,705.680082776775,9501.41,8479.34314097691,"2","1","36","B5","2","1"
44085228,16000,14773.4406860311,16000,14773.4406860311,0.1884,413.65,381.939608736048,3706.1,3421.99053290624,"3","1","60","E2","2","1"
46777111,12000,10948.5602016227,12000,10948.5602016227,0.166172947947948,392.81,358.39199439995,3135.15,2860.44820967644,"5","1","36","B5","1","0"
46349070,8000,7197.9199793551,8000,7197.9199793551,0.166172947947948,268.36,241.454225707467,8535.35,7679.59578697357,"4","1","36","C2","3","1"
46486249,19200,17275.0079504522,19200,17275.0079504522,0.166172947947948,407.85,366.958957947497,3241.49,2916.49820423497,"4","1","60","B3","3","0"
61522878,18500,16804.4755844481,18500,16804.4755844481,0.166172947947948,402.15,365.292965204637,1178.21,1070.22709072176,"10","1","60","B4","1","0"
63823540,14000,13228.7405300417,14000,13228.7405300417,0.1757,352.25,332.844560836228,947.42,895.226668069436,"11","1","60","D5","3","1"
61394215,20750,18848.2631555296,20750,18848.2631555296,0.166172947947948,661.49,600.864462397652,1359.97,1235.32879246388,"10","1","36","B5","4","1"
56009236,8200,7495.94759572356,8200,7495.94759572356,0.1465,282.86,258.573626454435,8549.16,7815.12870090927,"7","1","36","C5","4","1"
44856133,20400,18354.6959473555,20400,18354.6959473555,0.1699,506.89,456.069207291913,4580.64,4121.38502177915,"4","1","60","D3","4","1"
67838623,16000,14633.2795760355,1000,914.579973502217,0.1655,566.87,518.447949579202,0,0,"12","1","36","D2","2","1"
63290338,13500,12262.7254264891,13500,12262.7254264891,0.2399,388.29,352.703233766775,659.63,599.174931338891,"10","1","60","F3","2","1"
56300327,24375,21494.6061208316,24375,21494.6061208316,0.2299,687.01,605.826024659385,3403.92,3001.67875556189,"8","1","60","F5","2","1"
38311414,15000,13288.5008305503,15000,13288.5008305503,0.1366,346.39,306.866920179622,4145.3,3672.32149952535,"1","1","60","C3","2","0"
38626358,8000,7087.20044296017,8000,7087.20044296017,0.1431,274.63,243.294732206269,3014.57,2670.6077299168,"1","1","36","C4","2","1"
66433648,10000,9145.79973502217,10000,9145.79973502217,0.166172947947948,325.69,297.869551569937,319.78,292.464383926539,"12","1","36","B4","1","0"
43749561,28375,26199.7737166333,28375,26199.7737166333,0.1399,969.66,895.325905976058,8704.89,8037.57350583909,"3","1","36","C4","3","1"
52738877,13150,11717.0442594604,13150,11717.0442594604,0.1786,474.49,422.784816020637,3143.85094094105,2801.26544639944,"6","1","36","D5","4","1"
48212284,15273.4631578947,13935.202572623,23000,20984.7403864435,0.1825,587.19,535.740422065902,4650.88,4243.36997254357,"5","1","60","E1","4","1"
63415193,5400,5102.51420444465,5400,5102.51420444465,0.166172947947948,179.49,169.601902695513,3143.85094094105,2970.65631163119,"11","1","36","C1","4","1"
61470409,10400,9446.84032855459,10400,9446.84032855459,0.1399,355.4,322.827601227721,1058.12,961.143335427902,"10","1","36","C4","1","1"
61493421,10000,9083.50031591788,10000,9083.50031591788,0.1399,232.64,211.318551349513,682.38,619.839894557604,"10","1","60","C4","1","1"
39389147,16000,14174.4008859203,16000,14174.4008859203,0.166172947947948,359.08,318.108991882267,3927.85,3479.68253248514,"1","1","60","C1","1","1"
66463837,28600,26156.9872421634,28600,26156.9872421634,0.1899,741.75,678.389695345269,0,0,"12","1","60","E3","2","1"
51526688,1600,1425.64797073283,1600,1425.64797073283,0.1399,54.68,48.7215193997944,381.52,339.945758621243,"6","1","36","C4","0","1"
46546565,18000,16195.319953549,1000,899.739997419388,0.2299,507.33,456.465092890778,4046.51,3640.80689695753,"4","1","60","F1","4","1"
57265378,3700,3262.7709803929,3700,3262.7709803929,0.1561,129.37,114.08234641444,3143.85094094105,2772.3420585901,"8","1","36","D1","4","1"
55817465,12000,10969.6794083759,12000,10969.6794083759,0.166172947947948,361.38,330.351895383241,2148.36,1963.90170448154,"7","1","36","A1","2","0"
61411398,5000,4541.75015795894,5000,4541.75015795894,0.166172947947948,164.96,149.841421211381,486.87,442.248379881094,"10","1","36","B5","2","1"
63348442,16000,14533.6005054686,16000,14533.6005054686,0.166172947947948,502.72,456.645727881823,998.17,906.687751033975,"10","1","36","B1","3","0"
52406414,15000,13365.4497256203,15000,13365.4497256203,0.166172947947948,326.07,290.538146135533,1986.9,1770.38747065566,"6","1","60","B4","3","0"
66521796,13000,11889.5396555288,13000,11889.5396555288,0.166172947947948,396.91,363.005937282765,392.4,358.88118160227,"12","1","36","A2","3","0"
41920227,15273.4631578947,14102.60012709,13200,12188.0885659757,0.166172947947948,420.81,388.550723443047,4201.38,3879.30238934234,"3","1","36","B2","4","1"
61340823,6000,5450.10018955073,6000,5450.10018955073,0.166172947947948,187.72,170.51546793041,560.53,509.157443208145,"10","1","36","A5","2","1"
60337081,8000,7107.35980572252,8000,7107.35980572252,0.166172947947948,251.36,223.313245095802,998.17,886.794167159756,"9","1","36","B1","2","1"
58603265,10000,9044.15333095296,10000,9044.15333095296,0.1399,341.73,309.065851778656,1717.97,1553.75840979773,"0","1","36","C4","1","1"
58633617,4800,4232.78397456376,4800,4232.78397456376,0.166172947947948,150.82,132.997599800772,598.92,528.145620426193,"8","1","36","B1","2","1"
51849987,6000,5346.1798902481,6000,5346.1798902481,0.166172947947948,197.95,176.379384879102,1191.54,1061.69786440437,"6","1","36","B5","0","1"
55362062,19200,17551.4870534015,19200,17551.4870534015,0.166172947947948,440.922179176755,403.064579134292,3007.57,2749.33989152077,"7","1","36","B1","1","1"
44077258,10000,8997.39997419388,10000,8997.39997419388,0.166172947947948,329.91,296.83322254863,2962.78,2665.73166955421,"4","0","36","B5","3","0"
37601431,15000,13288.5008305503,15000,13288.5008305503,0.1366,346.39,306.866920179622,4133.91,3662.23109789468,"1","1","60","C3","2","1"
46254202,18000,16195.319953549,18000,16195.319953549,0.166172947947948,555.13,499.472664767425,6032.33,5427.5285786329,"4","1","36","A4","4","1"
60974435,35000,31792.2511057126,35000,31792.2511057126,0.1699,1247.68,1133.33016741644,3462.22,3144.90764637772,"10","1","60","D3","4","1"
46105059,20000,17994.7999483878,20000,17994.7999483878,0.166172947947948,434.75,391.161963878079,3453.58,3107.32406028765,"4","1","60","B4","2","1"
59142000,35000,31094.699150036,35000,31094.699150036,0.1699,1247.68,1108.46383530048,4957.68,4404.5019452043,"9","1","36","D3","3","0"
43275781,15273.4631578947,14102.60012709,11200,10341.4084802218,0.166172947947948,253.07,233.669664650868,2522.8,2329.40226016996,"3","1","60","C2","2","1"
65261272,12575,11882.243726091,12575,11882.243726091,0.2199,347.24,328.110561546548,331.88,313.596743365017,"11","1","60","F1","1","1"
38648002,8550,7732.75109796478,8550,7732.75109796478,0.1924,314.45,284.393401491816,3449.81,3120.06106026548,"0","1","36","E2","2","1"
55230401,15000,13712.0992604699,15000,13712.0992604699,0.166172947947948,471.3,430.834158763965,2814.17,2572.54522505578,"7","1","36","B1","3","0"
65985378,28000,25608.2392580621,28000,25608.2392580621,0.1318,639.67,585.029371650163,598.67,547.531592736572,"12","1","60","C3","0","0"
61381341,12000,10900.2003791015,12000,10900.2003791015,0.166172947947948,371.96,337.869877750881,1111.04,1009.21321909974,"10","1","36","A4","4","1"
67235852,14000,12804.119629031,14000,12804.119629031,0.166172947947948,357.04,326.541633739231,328.73,300.649874689384,"12","1","60","E1","3","0"
65413434,3600,3401.67613629644,3600,3401.67613629644,0.1433,123.62,116.809778880268,244.37,230.907665951878,"11","1","36","C5","2","1"
43185993,20000,17994.7999483878,20000,17994.7999483878,0.1561,482.23,433.881618955551,4322.73,3889.33307904471,"4","0","60","D1","3","1"
49218577,35000,31186.0493597806,35000,31186.0493597806,0.166172947947948,1174.07,1046.13157062393,8193.81,7300.93037441897,"6","1","36","C2","1","1"
54404762,7500,6856.04963023496,7500,6856.04963023496,0.166172947947948,440.922179176755,403.064579134292,1479.78,1352.72601624388,"7","1","36","B5","1","1"
60596970,35000,31792.2511057126,35000,31792.2511057126,0.166172947947948,440.922179176755,400.511675384726,2273.75,2065.36088433183,"10","1","60","C2","2","1"
59161774,9800,8641.93394806768,9800,8641.93394806768,0.1655,347.21,306.180192460059,1370.82,1208.83019333573,"8","1","36","D5","2","1"
53081746,14000,12474.4197439122,14000,12474.4197439122,0.166172947947948,316.33,281.859514113697,1888.11,1682.36261876272,"6","0","60","C2","2","0"
39652294,20000,17718.0011074004,20000,17718.0011074004,0.166172947947948,673.79,596.910598307766,6709.03,5943.53004847913,"1","1","36","C2","1","1"
61682752,34075,30952.0273264902,34075,30952.0273264902,0.1333,440.922179176755,400.511675384726,2318.01,2105.56445673008,"10","1","60","C3","2","1"
38078645,15273.4631578947,13530.7618572709,3875,3432.86271455883,0.1499,134.31,118.985236436747,3687.54,3266.79189017917,"1","0","36","C5","2","0"
55491147,18900,17277.2450681921,18900,17277.2450681921,0.1699,673.75,615.901791782774,20294.66,18552.1594918326,"7","1","36","D3","1","1"
60676961,13300,11815.9856770137,13300,11815.9856770137,0.166172947947948,443.6,394.103101227314,3143.85094094105,2793.05997660342,"9","1","36","C1","1","1"
63450505,19825,18008.0393763072,19825,18008.0393763072,0.1855,440.922179176755,400.511675384726,926.82,841.876976279901,"10","1","60","E2","3","0"
38762271,13450,11915.3557447268,13450,11915.3557447268,0.2199,371.4,329.023280564426,2211.97,1959.58434547682,"1","0","60","E5","4","1"
54078246,3000,2742.41985209398,3000,2742.41985209398,0.166172947947948,100.64,91.9990446382462,3115.46,2847.96645080157,"7","1","36","C2","3","0"
40107178,15000,13566.2299964294,15000,13566.2299964294,0.166172947947948,505.34,457.037244426377,1536.93,1390.02305789415,"0","0","36","C2","1","0"
57704516,8500,7495.55495495666,8500,7495.55495495666,0.166172947947948,283.51,250.007621797619,1411.75,1244.92349501883,"8","1","36","C1","1","1"
46536662,35000,31933.3005880661,35000,31933.3005880661,0.1655,861.4,785.924146473148,6859.02,6258.0327828445,"5","1","60","D2","3","1"
65271965,35000,33071.8513251042,1000,944.910037860121,0.166172947947948,1145.69,1082.57398127596,2270.01,2144.95523504285,"11","1","36","B4","1","1"
48726268,14400,13138.2722419472,14400,13138.2722419472,0.166172947947948,471.37,430.068568519907,3753.38,3424.50890746388,"5","1","36","B4","3","1"
44025783,8000,7386.72034301556,8000,7386.72034301556,0.166172947947948,258.1,238.314065066539,2318.46,2140.72695580848,"3","1","36","B3","1","1"
39651723,6000,5315.40033222012,6000,5315.40033222012,0.166172947947948,200.41,177.543230096706,6262.72,5548.14399476694,"1","1","60","C1","2","1"
43800570,4950,4570.53321224088,4950,4570.53321224088,0.1465,170.75,157.660312321238,1703.47,1572.88206283959,"3","1","36","C5","2","0"
54524104,20400,18648.4549942391,20400,18648.4549942391,0.166172947947948,443.45,405.375361137026,2254.61,2061.02907424321,"7","1","60","B4","3","1"
65812689,12000,10852.9839971436,12000,10852.9839971436,0.166172947947948,392.81,355.263386993163,770.97,697.277089356481,"0","1","36","B4","4","1"
40450227,7500,6644.25041527516,7500,6644.25041527516,0.166172947947948,235.69,208.79778405016,2585.77,2290.73378617414,"1","1","36","A5","3","1"
48484532,8000,7299.04013441512,8000,7299.04013441512,0.166172947947948,268.36,244.846301308955,2141.24,1953.62458717688,"5","1","36","C2","1","1"
42323553,12000,11080.0805145233,12000,11080.0805145233,0.166172947947948,382.55,353.223733402575,3813.27,3520.94488530137,"3","1","36","B2","4","1"
56082406,12000,10581.9599364094,12000,10581.9599364094,0.166172947947948,382.55,337.344064472785,1906.64,1681.3323410963,"8","1","36","B2","4","1"
62804906,35000,31792.2511057126,35000,31792.2511057126,0.1699,1247.68,1133.33016741644,2429.29,2206.64564824561,"10","1","36","D3","2","0"
38437586,34500,30563.5519102657,34500,30563.5519102657,0.1366,440.922179176755,390.612982946558,9507.92,8423.06685445373,"1","1","60","C3","2","1"
55513620,12000,10969.6794083759,12000,10969.6794083759,0.1333,406.24,371.360213571553,2022.31,1848.67436369606,"7","1","36","C3","2","1"
40991628,35000,32316.9015006931,35000,32316.9015006931,0.166172947947948,783.7,723.621591602662,7813.1,7214.14808900186,"3","1","60","C1","2","1"
53744563,10000,9141.39950697995,10000,9141.39950697995,0.166172947947948,318.79,291.418674883014,1907.65,1743.85907694903,"7","1","36","B5","3","0"
38566235,4000,3543.60022148008,1000,885.900055370021,0.166172947947948,124.41,110.214825888584,1491.26,1321.1073165711,"1","1","36","A4","1","0"
50466805,16000,14256.4797073283,16000,14256.4797073283,0.166172947947948,527.85,470.330175844577,3179.4,2832.94072384247,"6","1","36","B5","0","1"
56028123,20000,18282.7990139599,20000,18282.7990139599,0.166172947947948,667.06,609.786195512604,3321.64,3036.44382583649,"7","1","36","C1","3","0"
58652631,14000,12345.619925811,14000,12345.619925811,0.1399,325.69,287.203210974098,1281,1129.6242232117,"8","0","60","C4","1","1"
65944797,30000,27437.3992050665,30000,27437.3992050665,0.2099,811.44,742.126773698639,776.46,710.134766225531,"12","0","60","E5","1","1"
38444939,11850,10497.9156561347,11850,10497.9156561347,0.166172947947948,399.22,353.66902010482,4782.09,4236.45379578442,"1","1","60","C2","3","1"
42504722,5825,5378.4557497582,5825,5378.4557497582,0.166172947947948,197.2,182.082656455333,1770.49,1634.7643125132,"3","1","36","C3","2","1"
67349191,22400,20486.5914064497,22400,20486.5914064497,0.166172947947948,686.44,627.804277010862,0,0,"12","1","36","A2","0","0"
61752745,5050,4587.16765953853,5050,4587.16765953853,0.1757,440.922179176755,400.511675384726,539.54,490.091176045033,"10","1","36","D4","2","1"
59162018,30000,26652.5992714595,30000,26652.5992714595,0.166172947947948,989.71,879.278134165205,3910.8,3474.43284102746,"9","1","36","B5","4","1"
60914884,25000,22708.7507897947,25000,22708.7507897947,0.166172947947948,806.57,732.647884980988,2391.96,2172.73694156629,"10","1","36","B3","2","1"
49187606,16000,14256.4797073283,16000,14256.4797073283,0.166172947947948,333.46,297.122857700355,2294.76,2044.69996082429,"6","1","60","B2","0","1"
62156328,10000,9083.50031591788,10000,9083.50031591788,0.166172947947948,318.79,289.572906571146,946.18,859.462632891518,"10","1","36","B2","2","1"
57824072,20000,17636.5998940157,20000,17636.5998940157,0.166172947947948,645.25,569.00080408068,3215.15,2835.21570746222,"8","1","36","B3","1","0"
60782945,17000,15441.9505370604,17000,15441.9505370604,0.166172947947948,556.48,505.478625580198,1648.68,1497.57853008475,"10","1","36","B4","1","1"
61912567,9000,8175.15028432609,9000,8175.15028432609,0.166172947947948,296.92,269.707291380234,885,803.889777958732,"10","1","36","B5","4","1"
43925295,15000,13850.1006431542,15000,13850.1006431542,0.166172947947948,462.61,427.146337235303,4157.72,3838.98936307033,"3","1","36","A4","2","1"
58563231,11975,10559.9141865419,11975,10559.9141865419,0.2899,501.76,442.467018141065,1553.49,1369.91407846772,"8","1","36","G5","4","1"
52858476,10800,9872.71146753834,10800,9872.71146753834,0.1855,277.5,253.673836318694,3143.85094094105,2873.9197441537,"7","1","60","E2","4","1"
63978849,18000,17008.3806814822,18000,17008.3806814822,0.166172947947948,440.922179176755,416.631793019275,1114.76,1053.34791380495,"11","1","36","B1","1","0"
48525754,3000,2737.14005040567,3000,2737.14005040567,0.1333,101.56,92.6613145063999,810.26,739.265032413899,"5","1","36","C3","1","0"
38459802,10975,9722.75310768598,10975,9722.75310768598,0.166172947947948,440.922179176755,390.612982946558,4077.43,3612.19546276738,"1","1","36","C2","2","1"
67325538,12000,10852.9839971436,12000,10852.9839971436,0.166172947947948,385.86,348.977700428151,379.35,343.089956609701,"0","1","36","B3","3","1"
39651264,25000,22147.5013842505,25000,22147.5013842505,0.166172947947948,842.23,746.131603634293,3143.85094094105,2785.13772265477,"1","1","36","C2","2","1"
42904497,30500,28161.8713077468,30500,28161.8713077468,0.1465,1052.08,971.427592309976,10495.98,9691.35862323555,"3","1","36","C5","2","1"
65865099,10500,9603.08972177328,10500,9603.08972177328,0.166172947947948,348.71,318.923182559958,10504.38,9607.09558205721,"12","1","36","C1","1","0"
66540939,16075,14701.8730740481,16075,14701.8730740481,0.1541,385.9,352.936411774505,358.38,327.767170903724,"12","1","60","D1","2","1"
52636294,7000,6237.20987195612,7000,6237.20987195612,0.166172947947948,440.922179176755,392.874881246524,1629.58,1452.00463759175,"6","1","36","C1","2","1"
59170854,15273.4631578947,13569.2497678256,20400,18123.7675045924,0.1561,491.88,436.996017654849,1932.14,1716.55177187859,"9","1","60","D1","2","1"
60944937,25000,22708.7507897947,25000,22708.7507897947,0.166172947947948,770.68,700.047202347159,2241.82,2036.3572678231,"10","1","36","A3","4","0"
50343694,30000,26730.8994512405,30000,26730.8994512405,0.166172947947948,1025.19,913.475026947242,7153.01,6373.54636945726,"6","1","36","C4","1","1"
